date,ticker,adj_close,spy_adj_close,ratio_value,weekly_ratio,has_adj_close,has_ratio,observation_index,valid_ratio_index,current_block_high,current_block_low,prior_block_high,prior_block_low,high_delta,low_delta,direction,classification_ready
2018-08-10,XLB,25.05917739868164,251.3495178222656,0.0996985298233255,0.0996985298233255,True,True,449,449.0,0.101374817874022,0.0996985298233255,0.1029827133227689,0.100799433671463,-0.0016078954487468,-0.0011009038481375,LH/LL,True
2018-08-10,XLC,45.68452072143555,251.3495178222656,0.1817569459343065,0.1817569459343065,True,True,449,8.0,0.1899943337434336,0.1801489122073448,0.1931190947498531,0.1907175966761766,-0.0031247610064194,-0.0105686844688318,LH/LL,True
2018-08-10,XLE,26.759706497192383,251.3495178222656,0.1064641250520111,0.1064641250520111,True,True,449,449.0,0.1090289268553729,0.1062283341727258,0.1120858115759976,0.1092126744046209,-0.0030568847206247,-0.0029843402318951,LH/LL,True
2018-08-10,XLF,24.11803436279297,251.3495178222656,0.0959541700010235,0.0959541700010235,True,True,449,449.0,0.0970997096551674,0.0957240414428984,0.0957127395704045,0.0937397016642848,0.0013869700847628,0.0019843397786135,HH/HL,True
2018-08-10,XLI,65.86736297607422,251.3495178222656,0.262054861082528,0.262054861082528,True,True,449,449.0,0.2669767554934655,0.262054861082528,0.2612354864994279,0.2589756061239369,0.0057412689940375,0.0030792549585911,HH/HL,True
2018-08-10,XLK,33.92333221435547,251.3495178222656,0.1349647793569405,0.1349647793569405,True,True,449,449.0,0.1357459504765857,0.1336050153369727,0.1357709371005936,0.1340078354543187,-2.498662400790552e-05,-0.000402820117346,LH/LL,True
2018-08-10,XLP,43.241676330566406,251.3495178222656,0.1720380317623823,0.1720380317623823,True,True,449,449.0,0.175158683972396,0.1720380317623823,0.173804287518224,0.1719485398481938,0.001354396454172,8.949191418849978e-05,HH/HL,True
2018-08-10,XLRE,25.33530616760254,251.3495178222656,0.100797114659745,0.100797114659745,True,True,449,149.0,0.1025049834698576,0.0999419682939997,0.1047312344009182,0.1019303141118486,-0.0022262509310605,-0.0019883458178488,LH/LL,True
2018-08-10,XLU,20.78426170349121,251.3495178222656,0.0826906766464863,0.0826906766464863,True,True,449,449.0,0.0830453648350898,0.0826136166187082,0.0853032799475377,0.0816222688534338,-0.0022579151124478,0.0009913477652744,TRANSITION,True
2018-08-10,XLV,78.52322387695312,251.3495178222656,0.3124065029338091,0.3124065029338091,True,True,449,449.0,0.3125481610152186,0.3061657771256436,0.3085235973912686,0.3036401082189197,0.0040245636239499,0.0025256689067238,HH/HL,True
2018-08-10,XLY,52.352970123291016,251.3495178222656,0.2082875295599766,0.2082875295599766,True,True,449,449.0,0.2098128021012414,0.2063776594593674,0.2120047096161148,0.2095435127199007,-0.0021919075148734,-0.0031658532605333,LH/LL,True
2018-08-17,XLB,24.95240974426269,253.03610229492188,0.0986120538451064,0.0986120538451064,True,True,450,450.0,0.101374817874022,0.0986120538451064,0.1029827133227689,0.1002681330505142,-0.0016078954487468,-0.0016560792054077,LH/LL,True
2018-08-17,XLC,45.07255935668945,253.03610229492188,0.1781269903697611,0.1781269903697611,True,True,450,9.0,0.1817569459343065,0.1781269903697611,0.1931190947498531,0.1899943337434336,-0.0113621488155465,-0.0118673433736725,LH/LL,True
2018-08-17,XLE,25.80718421936035,253.03610229492188,0.1019901270423507,0.1019901270423507,True,True,450,450.0,0.1090289268553729,0.1019901270423507,0.1120858115759976,0.1072161658133886,-0.0030568847206247,-0.0052260387710378,LH/LL,True
2018-08-17,XLF,24.29049301147461,253.03610229492188,0.0959961554543835,0.0959961554543835,True,True,450,450.0,0.0970997096551674,0.0959541700010235,0.0957240414428984,0.0937397016642848,0.001375668212269,0.0022144683367387,HH/HL,True
2018-08-17,XLI,66.92901611328125,253.03610229492188,0.2645038218114555,0.2645038218114555,True,True,450,450.0,0.2669767554934655,0.262054861082528,0.263088828328898,0.2589756061239369,0.0038879271645674,0.0030792549585911,HH/HL,True
2018-08-17,XLK,33.97907638549805,253.03610229492188,0.1342854876332797,0.1342854876332797,True,True,450,450.0,0.1349647793569405,0.1336050153369727,0.1357709371005936,0.1340078354543187,-0.000806157743653,-0.000402820117346,LH/LL,True
2018-08-17,XLP,44.68738555908203,253.03610229492188,0.1766047815066224,0.1766047815066224,True,True,450,450.0,0.1766047815066224,0.1720380317623823,0.173804287518224,0.172598354332101,0.0028004939883984,-0.0005603225697186,TRANSITION,True
2018-08-17,XLRE,26.096982955932617,253.03610229492188,0.1031354131653345,0.1031354131653345,True,True,450,150.0,0.1031354131653345,0.0999419682939997,0.1047312344009182,0.1007186938710083,-0.0015958212355836,-0.0007767255770085,LH/LL,True
2018-08-17,XLU,21.384366989135746,253.03610229492188,0.0845111302110224,0.0845111302110224,True,True,450,450.0,0.0845111302110224,0.0826523849195628,0.0853032799475377,0.0826136166187082,-0.0007921497365152,3.87683008545997e-05,TRANSITION,True
2018-08-17,XLV,79.80230712890625,253.03610229492188,0.315379135250408,0.315379135250408,True,True,450,450.0,0.315379135250408,0.3084812600744611,0.3085235973912686,0.3036401082189197,0.0068555378591393,0.0048411518555414,HH/HL,True
2018-08-17,XLY,52.25543212890625,253.03610229492188,0.2065137411419688,0.2065137411419688,True,True,450,450.0,0.2082875295599766,0.2063776594593674,0.2108125581699505,0.2095435127199007,-0.0025250286099739,-0.0031658532605333,LH/LL,True
2018-08-24,XLB,25.251344680786133,255.21080017089844,0.0989430880819969,0.0989430880819969,True,True,451,451.0,0.1005785958977073,0.0986120538451064,0.1020985241269023,0.1002681330505142,-0.001519928229195,-0.0016560792054077,LH/LL,True
2018-08-24,XLC,45.84215927124024,255.21080017089844,0.1796246837537544,0.1796246837537544,True,True,451,10.0,0.1817569459343065,0.1781269903697611,0.1931190947498531,0.1815444392883781,-0.0113621488155465,-0.003417448918617,LH/LL,True
2018-08-24,XLE,26.49315071105957,255.21080017089844,0.1038088932494972,0.1038088932494972,True,True,451,451.0,0.1064641250520111,0.1019901270423507,0.1100085135122399,0.1072161658133886,-0.0035443884602288,-0.0052260387710378,LH/LL,True
2018-08-24,XLF,24.3508529663086,255.21080017089844,0.0954146648574526,0.0954146648574526,True,True,451,451.0,0.0963190603879502,0.0954146648574526,0.0970997096551674,0.0937397016642848,-0.0007806492672172,0.0016749631931678,TRANSITION,True
2018-08-24,XLI,67.31507110595703,255.21080017089844,0.2637626270552829,0.2637626270552829,True,True,451,451.0,0.2645038218114555,0.262054861082528,0.2669767554934655,0.2589756061239369,-0.00247293368201,0.0030792549585911,TRANSITION,True
2018-08-24,XLK,34.50395584106445,255.21080017089844,0.1351978670885376,0.1351978670885376,True,True,451,451.0,0.1351978670885376,0.1341832937397484,0.1357709371005936,0.1336050153369727,-0.000573070012056,0.0005782784027757,TRANSITION,True
2018-08-24,XLP,43.90766525268555,255.21080017089844,0.1720446988265519,0.1720446988265519,True,True,451,451.0,0.1766047815066224,0.1720380317623823,0.173556810630458,0.172598354332101,0.0030479708761644,-0.0005603225697186,TRANSITION,True
2018-08-24,XLRE,25.843093872070312,255.21080017089844,0.1012617563785107,0.1012617563785107,True,True,451,151.0,0.1031354131653345,0.100797114659745,0.1047312344009182,0.0999419682939997,-0.0015958212355836,0.0008551463657452,TRANSITION,True
2018-08-24,XLU,21.07451438903809,255.21080017089844,0.0825768908483725,0.0825768908483725,True,True,451,451.0,0.0845111302110224,0.0825768908483725,0.0853032799475377,0.0826136166187082,-0.0007921497365152,-3.672577033569935e-05,LH/LL,True
2018-08-24,XLV,80.50316619873047,255.21080017089844,0.3154379287429161,0.3154379287429161,True,True,451,451.0,0.3154379287429161,0.3124065029338091,0.3085235973912686,0.3061657771256436,0.0069143313516474,0.0062407258081655,HH/HL,True
2018-08-24,XLY,53.36083221435547,255.21080017089844,0.2090853215405582,0.2090853215405582,True,True,451,451.0,0.2090853215405582,0.2063776594593674,0.2107037181726092,0.2075673118617955,-0.0016183966320509,-0.0011896524024281,LH/LL,True
2018-08-31,XLB,25.311128616333008,257.6962585449219,0.0982207842645908,0.0982207842645908,True,True,452,452.0,0.0996985298233255,0.0982207842645908,0.101374817874022,0.1002681330505142,-0.0016762880506965,-0.0020473487859234,LH/LL,True
2018-08-31,XLC,45.60107421875,257.6962585449219,0.1769566794498135,0.1769566794498135,True,True,452,11.0,0.1817569459343065,0.1769566794498135,0.1931190947498531,0.1801489122073448,-0.0113621488155465,-0.0031922327575313,LH/LL,True
2018-08-31,XLE,26.457603454589844,257.6962585449219,0.1026697228899725,0.1026697228899725,True,True,452,452.0,0.1064641250520111,0.1019901270423507,0.1092126744046209,0.1062283341727258,-0.0027485493526098,-0.004238207130375,LH/LL,True
2018-08-31,XLF,24.428455352783203,257.6962585449219,0.0947955375476466,0.0947955375476466,True,True,452,452.0,0.0959961554543835,0.0947955375476466,0.0970997096551674,0.0937397016642848,-0.0011035542007838,0.0010558358833617,TRANSITION,True
2018-08-31,XLI,67.64849090576172,257.6962585449219,0.2625125071187992,0.2625125071187992,True,True,452,452.0,0.2645038218114555,0.262054861082528,0.2669767554934655,0.2607342166169764,-0.00247293368201,0.0013206444655516,TRANSITION,True
2018-08-31,XLK,35.11712646484375,257.6962585449219,0.1362733268349804,0.1362733268349804,True,True,452,452.0,0.1362733268349804,0.1342854876332797,0.1357709371005936,0.1336050153369727,0.0005023897343867,0.0006804722963069,HH/HL,True
2018-08-31,XLP,43.68025207519531,257.6962585449219,0.1695028570528544,0.1695028570528544,True,True,452,452.0,0.1766047815066224,0.1695028570528544,0.175158683972396,0.172598354332101,0.0014460975342263,-0.0030954972792466,TRANSITION,True
