date,ticker,adj_close,spy_adj_close,ratio_value
2010-01-04,XLB,12.016512870788574,84.79638671875,0.14171019940560164
2010-01-05,XLB,12.05536651611328,85.02086639404297,0.14179303302133775
2010-01-06,XLB,12.26023006439209,85.0807113647461,0.14410117014456722
2010-01-07,XLB,12.164865493774414,85.43987274169922,0.1423792557668138
2010-01-08,XLB,12.3344087600708,85.72418212890625,0.1438848228557392
2010-01-11,XLB,12.267300605773926,85.84392547607422,0.14290237238968034
2010-01-12,XLB,12.034175872802734,85.04330444335938,0.141506447233806
2010-01-13,XLB,12.175460815429688,85.76158142089844,0.14196870689307
2010-01-14,XLB,12.027108192443848,85.99356079101562,0.139860567254245
2010-01-15,XLB,11.938803672790527,85.02831268310547,0.14040974466100023
2010-01-19,XLB,12.129547119140623,86.09080505371094,0.14089248104455704
2010-01-20,XLB,11.914081573486328,85.21537780761719,0.13981140352840585
2010-01-21,XLB,11.3983793258667,83.57674407958984,0.13638218922493633
2010-01-22,XLB,11.172320365905762,81.71369934082031,0.1367251814081632
2010-01-25,XLB,11.271222114562988,82.13268280029297,0.13723187567084785
2010-01-26,XLB,11.11227321624756,81.78851318359375,0.13586593989431528
2010-01-27,XLB,11.0169038772583,82.1775894165039,0.1340621446246238
2010-01-28,XLB,10.819101333618164,81.23482513427734,0.1331830445345909
2010-01-29,XLB,10.646021842956545,80.3519287109375,0.132492424435201
2010-02-01,XLB,11.069889068603516,81.60144805908203,0.1356579978897993
2010-02-02,XLB,11.105209350585938,82.58909606933594,0.13446338414047773
2010-02-03,XLB,10.978053092956545,82.1775894165039,0.13358937845348623
2010-02-04,XLB,10.568313598632812,79.64112091064453,0.13269920711550773
2010-02-05,XLB,10.766118049621582,79.80571746826172,0.13490409448299498
2010-02-08,XLB,10.593036651611328,79.22956848144531,0.13370054708921075
2010-02-09,XLB,10.850890159606934,80.2247314453125,0.13525617305436236
2010-02-10,XLB,10.776715278625488,80.06759643554688,0.1345952140239475
2010-02-11,XLB,10.960387229919434,80.90558624267578,0.13547132823491104
2010-02-12,XLB,10.93919563293457,80.83824920654297,0.13532202565378126
2010-02-16,XLB,11.214706420898438,82.1102523803711,0.13658107356614793
2010-02-17,XLB,11.221772193908691,82.49932861328125,0.13602258809294288
2010-02-18,XLB,11.34186553955078,82.98564147949219,0.1366726259789609
2010-02-19,XLB,11.405445098876951,83.15775299072266,0.1371543204173564
2010-02-22,XLB,11.355993270874023,83.17271423339844,0.13653508095223332
2010-02-23,XLB,11.175854682922363,82.16262817382812,0.13602114405685833
2010-02-24,XLB,11.147595405578612,82.91831970214844,0.13444068145160176
2010-02-25,XLB,11.122869491577148,82.80607604980469,0.13432431558388502
2010-02-26,XLB,11.126401901245115,82.85844421386719,0.13428205183923791
2010-03-01,XLB,11.295947074890137,83.71891021728516,0.13492706779833238
2010-03-02,XLB,11.391318321228027,83.95086669921875,0.13569030039965074
2010-03-03,XLB,11.490217208862305,84.02569580078125,0.13674646903376755
2010-03-04,XLB,11.567922592163086,84.28010559082031,0.13725567274826778
2010-03-05,XLB,11.71627712249756,85.4847412109375,0.13705694088243317
2010-03-08,XLB,11.71627712249756,85.49971771240234,0.13703293339409506
2010-03-09,XLB,11.642101287841797,85.64188385009766,0.13593934141172587
2010-03-10,XLB,11.645631790161133,86.02346801757812,0.13537738083032705
2010-03-11,XLB,11.712746620178224,86.38260650634766,0.135591493402292
2010-03-12,XLB,11.758663177490234,86.39010620117188,0.13611122493712977
